city_name,graph_area,n,m,k_avg,intersection_count,streets_per_node_avg,edge_length_total,edge_length_avg,street_length_total,street_length_avg,street_segments_count,node_density_km,intersection_density_km,edge_density_km,street_density_km,circuity_avg,self_loop_proportion,clean_intersection_count,clean_intersection_density_km,avg_neighbor_degree_avg,avg_weighted_neighbor_degree_avg,degree_centrality_avg,clustering_coefficient_avg,clustering_coefficient_weighted_avg,pagerank_max_node,pagerank_max,pagerank_min_node,pagerank_min,pos,hours_congestion,year_change,cost,inner_time,inner_mile_speed
zhongshan,1863674958.8386304,17399,42893,4.930513247887808,14795,2.890510948905109,9303492.140000008,216.90001025808425,5755421.388999977,228.80740196390147,25154,9.3358554384625,7.93861608207671,4992.0143509346635,3088.210935981312,1.07168162309,0.0025878348448464786,,,2.6854828821579946,0.03439920679488727,0.00028339540452281735,0.05335172519493563,0.0006074241850470433,5235882009,0.00038098737590521066,993708417,8.747545432249668e-06,,,,,,
nairobi,954342426.3225927,19842,47554,4.793266807781474,14665,2.5536236266505394,6960653.269999937,146.37366509652054,3749902.211999988,148.16477189932388,25309,20.791279369668178,15.366601751647206,7293.664284445271,3929.3047323167243,1.0847335731399999,0.0041636875972578535,,,2.749485938917543,0.038144143881959455,0.00024158393265363585,0.03613379027651823,0.00045655806405243504,291530960,0.0002068881040897923,30092278,7.591809709531958e-06,,,,,,
kabul,4651138282.886364,31505,82247,5.221202983653387,24479,2.689509601650532,12739117.35799977,154.88853524140418,6579312.7760000015,155.26768244678343,42374,6.773610691370133,5.263012731758435,2738.924663855454,1414.5597004088784,1.06733067082,0.0004984984254744854,,,2.9474541456003767,0.03637004538098988,0.00016573143041047545,0.01932754438071056,0.00016562952906513427,25914150,0.000151583188251855,104336684,4.761772112538771e-06,,,,,,
incheon,706635.9760390954,35,94,5.371428571428571,30,2.8285714285714287,17916.600000000006,190.60212765957453,10912.411,227.34189583333333,48,49.53045300097144,42.45467400083266,25354.78040677729,15442.761718936676,1.31912523326,0.02127659574468085,,,2.9261904761904765,0.03331549573620695,0.1579831932773109,0.028571428571428567,0.0023422895068864725,4680236823,0.04834311196981966,4680211582,0.009912339905411831,,,,,,
buenos aires,212606002.28584096,17438,37010,4.244752838628283,16994,3.5549374928317468,3957624.4579999913,106.93392212915406,3349544.375999992,108.4907811103191,30874,82.02026195175453,79.9318919376142,18614.829381341315,15754.702783492692,1.01275029999,0.0005403944879762226,,,2.176434606415116,0.029092115570924518,0.00024343366626302607,0.038137291847579864,0.000727784185163391,89251145,0.00027044532814878827,224201140,8.654649647081666e-06,,,,,,
london,1839381240.4001079,125352,295800,4.719509860233583,93722,2.555076903439913,29043585.78899914,98.18656453346566,15741527.620000202,97.96269576635738,160689,68.14900426663755,50.95300416329858,15789.867348370637,8558.055977876591,1.06212044544,0.005182555780933063,,,2.6969089710043304,0.05398421132797433,3.765035668035055e-05,0.03802731508073359,0.0004128373279151357,11080848,3.867351482906618e-05,108553,1.19874964329945e-06,6 (6),227 (6),1%,"£1,680",8,7
quezon city,183668024.8121296,15207,39680,5.218649306240547,12369,2.7898993884395344,3868548.035000004,97.49365007560495,2107305.423000007,99.74465958252506,21127,82.79612096637369,67.3443296003864,21062.71921286825,11473.447406839208,1.05490199435,0.0021673387096774197,,,2.8781986365928054,0.04633087029674991,0.0003431967188110271,0.04874728743341947,0.0021255779837583877,40818825,0.0002506440877489507,30105558,9.917451704598605e-06,,,,,,
ekurhuleni,2234383650.611492,52827,146375,5.541673765309406,46805,2.9521646127927013,21683829.800999872,148.13888847822287,11864264.263999978,151.33376188168037,78398,23.642761611481824,20.947611206871613,9704.613527343694,5309.85995209598,1.09630328659,0.007856532877882152,,,2.9133539667214845,0.03412040541157649,0.00010490428511170811,0.06688940630107755,0.00034660374942465386,415436146,8.444587043627365e-05,25694447,2.8494774681805197e-06,,,,,,
mashhad,579601782.4263827,33002,80524,4.879946669898794,26880,2.8196169929095207,7757056.858999956,96.3322346008638,4628207.912000035,99.54847956637778,46492,56.93909335793269,46.37666897343285,13383.424782661374,7985.15127511341,1.03196080451,0.0007823754408623517,,,2.7637077550855107,0.043195560229866634,0.00014787269082446345,0.02904167424196588,0.0007741361467082037,262320062,0.00015015566355192257,260137899,4.553108503190145e-06,,,,,,
kiev,997795861.5883104,9296,21867,4.70460413080895,7724,2.815081755593804,4339320.600000013,198.44151461105832,2604190.732000019,199.89182775560482,13028,9.31653493250859,7.741062372923445,4348.9061911848385,2609.943408519072,1.05683519886,0.0011432752549503818,,,2.6073848967297675,0.026872055716425498,0.0005061435320934332,0.06243187033849664,0.0011944815950990836,26410581,0.0005260598751217326,26300206,1.6196228245959112e-05,,,,,,
khartoum,1328569289.647738,105345,331084,6.285708861360292,103605,3.2132422041862454,26242417.72099945,79.26211390764715,13473391.23799988,79.6944999083175,169063,79.2920631395383,77.98238361167465,19752.38922462032,10141.278549026425,1.02048314812,9.061144603786352e-05,,,3.2168503488534874,0.05228054648249386,5.966840884487981e-05,0.013932814855497223,0.0002070310639253673,5937001872,2.6319354536331547e-05,1685189269,1.4242666750649416e-06,,,,,,
salvador,609168433.7795566,24457,57609,4.711043872919818,18965,2.6356053481620805,5673581.765000016,98.48429524900652,3248529.0779999904,100.64220453559669,32278,40.14817354907526,31.132604626823092,9313.650298323151,5332.727202958706,1.09134454977,0.003922998142651322,,,2.661927055648764,0.04453792004079296,0.00019263345898430043,0.05283695192923592,0.0010193509088058878,340233878,0.00017359091434803942,616007843,6.154599856480001e-06,,,,,,
lucknow,2691399316.635389,22563,60182,5.334574303062536,19812,2.9106944998448787,10344346.375000013,171.8843902661927,5621796.314999986,171.39100378037216,32801,8.383371378798884,7.361226510515602,3843.482574682316,2088.800528502767,1.0870529191299998,0.0006978830879665016,,,2.859706894768829,0.041851940446636336,0.00023644066585692665,0.0407156258771744,0.0003262161535094364,2215163977,0.00018923800301467496,3655944932,6.6557777848357375e-06,,,,,,
addis ababa,582911401.300447,57346,154538,5.389669724130715,49631,2.862605935897883,12284102.11000014,79.4892007790973,6640897.281000034,81.05277825784523,81933,98.37858698948736,85.14329946073391,21073.70362390392,11392.635769663306,1.0461266504100002,0.0002588360144430496,,,2.9152922610121954,0.05220520720216239,9.398674207222922e-05,0.02836059475232093,0.000761856128829033,2425210748,6.417075592662691e-05,2001859464,2.6167629977841403e-06,,,,,,
surabaya,350382666.8267536,42045,106922,5.086074444048044,34720,2.756047092400999,8739229.31400002,81.73462256598286,4811340.3049999885,82.99850445927974,57969,119.99737424451168,99.09165974002724,24941.95672733185,13731.673283310418,1.05109389875,0.001692822805409551,,,2.7957743687316947,0.052911701077304224,0.00012097027980324998,0.033964403218772664,0.000572261709770937,5595745544,9.878581503306676e-05,391741824,3.572225853901583e-06,,,,,,
rome,1781679401.6494622,42436,88526,4.1722122725987365,35599,2.820011311150909,11216862.99000004,126.70698992386463,7225233.331999987,120.90821868201726,59758,23.81797755573373,19.98058683680284,6295.668558336349,4055.293744380124,1.0729082455299999,0.003264577638207984,,,2.289664043108021,0.04036036808643734,9.832007240715019e-05,0.06245685379439904,0.0005164641693629183,296361339,0.00011955486270410989,31409190,3.5497341344280905e-06,10 (13),254 (2),16%,-,8,8
dubai,5302663815.13784,45989,97127,4.223923112048533,42715,2.9237208897779903,15626156.728999855,160.88375764720269,10696504.031999946,158.43151939568904,67515,8.672810799114282,8.055385272220889,2946.8503517780828,2017.1944526190741,1.09455040061,0.008102793250074644,,,2.1612639254314114,0.04401939413483005,9.184837592522242e-05,0.12206293637504158,0.0007349685871434585,2098041105,0.00010956118274693167,2109525809,3.3048321167535634e-06,79 (66),80 (147),-20%,-,4,14
basra,22892009647.7064,25045,69784,5.572689159512877,22819,2.948412856857656,12226426.785999935,175.20386888111798,6692145.355000049,181.236163981044,36925,1.0940498621757884,0.9968106929522584,534.0914569824554,292.33542436806334,1.0447850885299999,0.00028659864725438496,,,2.948442137485888,0.042199425571061815,0.00022251593832903243,0.022837559060357858,8.444065858780132e-05,4653275041,0.00018881393517036147,2319300493,5.997066844738943e-06,,,,,,
toronto,712455601.8719305,27467,73263,5.334619725488769,24481,2.9915170932391604,11089804.455999987,151.36978360154498,6314138.334999952,152.89210942418399,41298,38.552577771628506,34.361439415561854,15565.607775224518,8862.500790800108,1.09494389761,0.010455482303481976,,,2.8126830985061604,0.028538714172661118,0.0001942263061781388,0.06700404121308871,0.0015529889800424484,21292205,0.000152085884271221,26658849,5.475281502623272e-06,,,,,,
taipei,311596519.4166975,11141,26582,4.771923525715825,9908,3.1038506417736293,3173757.4839999904,119.3949847265063,2119181.125000004,122.91520938460668,17241,35.754571395263746,31.79753104607067,10185.471551290755,6801.042351073333,1.0825866052700002,0.0009404860431871194,,,2.5566645723005013,0.04266035754203398,0.0004283593829188522,0.03685293702796597,0.00045305664495795333,2376922233,0.00039090525749679015,48075242,1.3782654418683033e-05,,,,,,
quito,5795796.942478023,169,400,4.733727810650888,124,2.680473372781065,65109.82399999991,162.77455999999975,34955.66000000002,159.6148858447489,219,29.159061588472966,21.394814419944662,11233.972591897234,6031.208537311961,1.09305041978,0.0,,,2.8244575936883627,0.02936930157986426,0.02817695125387428,0.03155818540433925,0.004100170114667935,1069893069,0.014918271610663576,1989239759,0.0009064842651660882,26 (29),173 (20),4%,-,7,8
yokohama,510173945.45633876,85254,235700,5.5293593262486205,73215,2.8829145846529194,16187784.659999985,68.67961247348317,8736765.93699999,71.14224707874949,122807,167.10771053535922,143.5098766843353,31729.932122504586,17125.072761575768,1.07117784513,0.0010606703436571911,,,2.9702446861875784,0.06613482153001106,6.485823755467256e-05,0.040133405275220684,0.00044846491122914025,742625867,4.084165143305762e-05,157941466,1.7618977526740715e-06,,,,,,
bandung,4479794.043765245,17,37,4.352941176470588,14,2.7058823529411766,30128.302999999996,814.2784594594592,15091.981000000002,794.3147894736842,19,3.794817313903027,3.1251436702730797,6725.376815465673,3368.9006352879705,1.19793796652,0.0,,,2.4901960784313726,0.011380420729780702,0.2720588235294117,0.0,0.0,3617479995,0.10331770809835383,4923584367,0.009606128950581985,,,,,,
taichung,2693573686.122614,33798,86098,5.09485768388662,27708,2.871826735309781,12870284.398999972,149.4841273781037,7557943.0099999085,155.81781280280197,48505,12.54764262590197,10.286705777812053,4778.1445390961935,2805.916559453598,1.08915376058,0.00047620153778252683,,,2.8212818312720125,0.04133036751160478,0.0001507488145068067,0.035412422262235815,0.0003395714662861459,2630165222,0.00014083643731521773,263007736,4.465281832308122e-06,,,,,,
fortaleza,374312653.41746414,35299,95215,5.3947703900960375,31910,3.1207682937193684,8343385.130999972,87.62679337289265,4866401.354000032,88.41893517206353,55038,94.30351786860822,85.24958937044362,22289.882681830542,13000.899941719636,1.02453306332,0.0007666859213359238,,,2.8870595956447564,0.04474121105351622,0.00015283501586763634,0.02357290574803864,0.000845229546669514,2777141764,0.0001219755548255448,1897549809,4.253265370410256e-06,,,,,,
kaohsiung,15400156377.051085,30201,81299,5.3838614615410085,26374,2.9800337737161025,11099280.249000162,136.5241915521736,6363373.02800002,141.42714646397346,44994,1.9610839825629796,1.7125800124537605,720.7251652028692,413.2018449814286,1.08027297737,0.0004182093260679713,,,2.910671043689754,0.17811209841033654,0.0001782735583292739,0.03059446155204613,0.0002042562144536729,2222785316,0.00018058335784004983,59944120,4.989799535209838e-06,,,,,,
managua,281319026.9651848,15167,41903,5.525548889035406,12843,2.9320234720116036,3961353.204999989,94.53626721237116,2113209.1299999976,95.08680390568745,22224,53.913879070387296,45.6527954704941,14081.355419625539,7511.788849822525,1.03839683135,0.0008591270314774599,,,3.030216918309549,0.0457036369944613,0.0003643379196252531,0.038188171688534236,0.0005319530374374151,458766082,0.000236678226792616,285726492,9.904232173421522e-06,,,,,,
chicago,868765383.1011676,28673,76251,5.318662156035295,26549,3.3687441146723396,10558417.97899994,138.46923947226844,6920106.383999975,144.40655211702543,47921,33.00430767354945,30.559458878563966,12153.359450523149,7965.449036767307,1.01652962308,0.0012458852998649195,,,2.832536997640052,0.028337310109050818,0.0001855002147054595,0.02287567696837757,0.0005109697486344012,261136269,0.00013689584260407546,26698351,5.258814211982466e-06,,,,,,
belo horizonte,381052179.86851513,29952,80369,5.366519764957265,27571,3.1333466880341883,8466112.220999995,105.34051961577221,4903116.742000021,105.12460586179589,46641,78.60340809580244,72.35492002568672,22217.724155052183,12867.310570672706,1.03655141536,0.0010949495452226604,,,2.855435601724636,0.03760296907834736,0.00017917664735593168,0.04581489112739029,0.0009204026876063439,28404508,0.00014851957812940257,73236574,5.0217658553385695e-06,18 (21),202 (11),12%,-,8,8
osaka,306068292.7188781,48966,135402,5.530449699791691,45525,3.1638279622595267,8579996.790999891,63.36683941891472,5099011.623999989,66.04338497804588,77207,159.98390282450777,148.741313893022,28032.948838906894,16659.71858340583,1.02673440656,0.000295416611276052,,,2.917535636972545,0.06992323419227857,0.00011294699683029284,0.025680306840703982,0.0004607894161154506,4758092971,9.193037921798377e-05,333700338,3.0721532437232542e-06,,,,,,
medellin,395956902.28189504,15847,39286,4.958162428219852,13524,2.9307755411118825,3941129.559000023,100.3189319095867,2307241.7399999998,99.58743698204417,23168,40.022032470387366,34.15523235498951,9953.430629160244,5827.002198227616,1.1067872890500001,0.0006363590082981215,,,2.707860583496354,0.04639377211120382,0.00031289678330296964,0.04265821681736414,0.00038044748731010125,360500787,0.00027944410163729114,339266762,9.50511576709189e-06,25 (26),138 (62),12%,-,6,10
douala,703785985.6501756,22471,60577,5.391571358640026,17873,2.7597347692581544,6274192.088000063,103.57383310497488,3212358.680000008,103.60776261893268,31005,31.928740353135492,25.39550426467851,8914.91478365231,4564.397054642041,1.04306190662,8.253957772752034e-05,,,3.033078189666813,0.038823205755580376,0.0002399453208117019,0.026312432320175518,0.00045152993869221564,1579537575,0.0001404466272497206,5813827930,6.675960130707305e-06,,,,,,
tashkent,502022839.0895751,14912,37602,5.04318669527897,12987,2.9454801502145918,5267839.773999988,140.09466980479732,3144955.8359999857,144.078973611874,21828,29.703827871742057,25.869340971721712,10493.227327173568,6264.567248978959,1.04564731745,0.000425509281421201,,,2.7435465844062756,0.03195538803473341,0.00033821921368653603,0.034793007868382964,0.00126154982040091,968823146,0.00026597857155475426,355226480,1.0080714599851223e-05,,,,,,
cali,476785031.7263813,21143,54637,5.168329943716597,19676,3.1471881946743605,5039799.981000002,92.241520965646,3011701.911999973,90.5257721001525,33269,44.344932397402964,41.26807406003408,10570.38213375007,6316.687210365986,1.06498846338,0.0006222889250873951,,,2.744246322660005,0.05132364280728364,0.00024445794833581657,0.029986283876460518,0.00013558298248994626,5420758475,0.00018020246609651346,369162494,7.110857264509754e-06,29 (27),125 (78),0%,-,5,12
baku,229801927.6225781,12316,28340,4.602143553101657,9227,2.6196005196492367,2839976.729000028,100.21089375441171,1689370.1400000008,104.98198732289343,16092,53.59398037873528,40.1519695481155,12358.367740345271,7351.418491034535,1.0624892165100002,0.0017642907551164433,,,2.6584862509472273,0.04629479542006222,0.00037370227796202716,0.0312790949442458,0.0004305490228947605,1430728373,0.00043403011294746265,276876570,1.222837916796132e-05,,,,,,
yaoundé,341903795.83066964,21163,51851,4.900155932523744,15344,2.531351887728583,5173180.557999985,99.77012127056344,2649636.3749999995,99.09628150946214,26738,61.89752865592966,44.87812123501322,15130.515136374914,7749.654748823705,1.06181065948,0.0003085764980424678,,,2.852438217644132,0.041877852375564434,0.00023155448126475821,0.028386019625446863,0.0005733650732037783,5814648820,0.00015666395971703268,2177328215,7.095619159070633e-06,,,,,,
paris,120379644.25539264,10684,20898,3.9120179707974536,10162,3.139835267690004,1930336.2970000044,92.36942755287608,1568416.3750000037,94.36353859575256,16621,88.75254671240972,84.41626541477983,16035.404564784065,13028.916846377402,1.0214200191299998,0.002153316106804479,,,1.998436915013104,0.1071973259820634,0.00036619095486259016,0.06568166015938437,0.0030160746574125308,1758970671,0.0005026368672400431,361136,1.4184725307678464e-05,16 (18),237 (5),7%,-,7,8
dar es salaam,2524314714.4229865,65097,162981,5.007327526614129,47574,2.5379971427254717,21888834.55999992,134.30298353795789,11090140.655000012,134.4226886014886,82502,25.787988965108102,18.846303009755488,8671.198735615386,4393.327262894406,1.09034429647,0.0008405887802872728,,,2.8601456288309786,0.05959695962559342,7.692219992951196e-05,0.039620873465751764,0.0010973300100163232,5690705696,6.008736480829328e-05,3648327808,2.3084538434751804e-06,,,,,,
phnom penh,850306949.8002781,26886,67505,5.021572565647549,19954,2.6376924793572862,7135316.59500002,105.70056432856856,3796164.8589999587,107.20903891665846,35409,31.619170002450343,23.46681984039627,8391.459809514645,4464.464108980423,1.0424987265,0.0005481075475890673,,,2.9049257358228497,0.04796876994226968,0.00018677971231713795,0.025077487663964133,0.0006809268701013559,6119680289,0.00017704090983034342,1633729079,5.5803467627478375e-06,,,,,,
chittagong,5844866687.727812,26167,59596,4.55505025413689,16875,2.3339702678946765,14219207.980999995,238.59332809248932,7277097.665999976,238.2964721330793,30538,4.476919902200954,2.887148826752821,2432.768571241392,1245.040828951557,1.14048790593,0.0012081347741459158,,,2.677158525733145,0.05143313426402549,0.00017408278889162026,0.023832817416338727,0.00026944073896234235,5316373077,0.0001608302473119826,1202226815,5.735456670378019e-06,,,,,,
nagoya,428720755.01580966,60715,181543,5.980169645063,59188,3.303417606851684,13433844.752000147,73.9981423244088,7621003.05500013,76.27181071668181,99919,141.618989259713,138.05723027759026,31334.719849298534,17776.146747826788,1.0234403923100002,0.0002974501908638725,,,3.0901313513960185,0.05171557946505678,9.84973753181018e-05,0.023205923067571133,0.0002186747327652319,658355712,5.5220492066210034e-05,241798584,2.4779535030472456e-06,,,,,,
guatemala city,282148156.01062566,17648,41605,4.714981867633727,14424,2.854714415231188,3808599.766000003,91.54187636101436,2323770.522999993,92.4515823751738,25135,62.5486987032989,51.122077861309116,13498.581099557396,8235.994010581024,1.0762502081899998,0.002283379401514241,,,2.6164088470837443,0.04668245140777103,0.00026718319644322653,0.038395285584769186,0.0009202244036630927,412172096,0.0002342216030426882,282540334,8.558775288404563e-06,,,,,,
ouagadougou,566669997.6156111,38872,119539,6.15039102696028,36805,3.1483844412430537,11104008.359000167,92.89025639331236,5718973.384000043,93.6017509942887,61099,68.59724383426422,64.94961821671369,19595.1936854302,10092.246648073631,1.02196876914,5.855829478245594e-05,,,3.2034935171842926,0.04495273345374807,0.00015822569594194636,0.02892398984701953,0.000925970580774762,1692532241,8.749270199732803e-05,304543720,3.861211580735198e-06,,,,,,
havana,831155872.0544534,22249,60878,5.472425726998965,19592,3.1296238033170027,7160089.240999998,117.61373962679451,4087132.579,117.39573686629326,34815,26.768745488141548,23.57199252117709,8614.616682309745,4917.408053554881,1.04124707497,0.0010348565984427873,,,2.966346053006172,0.038813592849919115,0.00024597382807438844,0.046809380410891895,0.0007634235994196113,1485714308,0.00019742865254408908,327553811,6.748960803028275e-06,,,,,,
houston,3750124088.585612,62914,157058,4.992783800108084,54952,3.0587945449343548,21918274.89899971,139.5552910326103,13468526.624999875,140.60619303886543,95789,16.776511527043493,14.653381782021393,5844.679904249875,3591.4882566138317,1.05150477937,0.006589922194348585,,,2.700593137722344,0.0324117203371743,7.936012906883029e-05,0.036831457000259034,0.0005005173891233709,1388461293,7.5726094968533e-05,151368912,2.409180442566748e-06,,,,,,
lanzhou,13358617680.672523,12686,28801,4.540595932524043,9457,2.6600977455462718,14338567.25500002,497.8496321308296,8361465.417999962,495.90566502579696,16861,0.9496491555675196,0.7079325291031084,1073.3571090776336,625.9229523498882,1.15022944117,0.0021874240477761193,,,2.611060749382496,0.02289395906479436,0.00035795001438895265,0.03664144200956388,0.0002916656832068291,4213664754,0.000444875150178232,4155876035,1.199114843588654e-05,,,,,,
rawalpindi,430025737.8797458,16565,40499,4.889707214005433,12637,2.6250528222155145,4098547.141999994,101.20119365910251,2243699.0449999943,103.42486609200677,21694,38.52095012190247,29.38661314159261,9530.934502218395,5217.592454029883,1.06717470201,0.0010864465789278748,,,2.787503773015444,0.046248203002806035,0.00029520087020068345,0.02952208471677189,0.0002649039921927932,5188947276,0.0002574549369050561,132937620,9.083693904789324e-06,,,,,,
dalian,23726037029.380547,14932,38024,5.092954728100724,12738,2.9181623359228506,23950891.463999894,629.8887929728565,13494800.62599996,619.2832190353797,21791,0.6293507837617099,0.5368785349287879,1009.4771172421634,568.7760079481038,1.11185515453,0.0015253524090048393,,,2.7781967139923487,0.018595860855001884,0.0003410993723193957,0.048881596571122905,0.000667408996348544,5021237303,0.00029122078557573616,2168390366,1.017180226220056e-05,,,,,,
medan,409704589.2535594,43728,106312,4.8624222466154405,31565,2.5327707647274056,7867953.3640000215,74.0081398525098,4136595.935999999,75.01171319769338,55146,106.73055940053787,77.04331566680338,19203.966883394303,10096.53307407774,1.0520219926999999,0.0012134095868763636,,,2.8230508293691337,0.06642235800284903,0.00011119953910887589,0.022367819246250267,0.00021255946921879982,687148892,8.868284108079978e-05,395389329,3.4392301879152123e-06,,,,,,
karaj,202987799.6355615,15017,34241,4.560298328560965,11652,2.6804954385030295,3271592.3009999595,95.54605008615285,1983230.9390000063,98.8009235789372,20073,73.97981566853325,57.402464684673994,16117.186879574454,9770.197728930718,1.04280340282,0.00035045705440845765,,,2.6333355530398994,0.04961623838935147,0.00030369594622807434,0.024534416550131898,0.0007628331377059522,5107718059,0.0003271644144167418,31006797,1.0025209906676726e-05,,,,,,
nagpur,10497624952.754965,39666,111083,5.600917662481723,34621,2.8971411284223265,18237961.28599967,164.1831899210471,9585677.388999946,166.80026082341385,57468,3.7785689790327455,3.2979840826675915,1737.3416718620106,913.1282011065094,1.0917372780799999,0.0007471890388268231,,,3.008335854383841,0.04734306847767522,0.00014120553794228058,0.042457856434560216,0.0002493376088218924,3206224126,0.00011292777764820464,5494587091,3.7832316518025537e-06,,,,,,
minsk,531303559.82770085,5542,13267,4.787802237459402,4884,2.9826777336701547,2585017.9640000104,194.8457046807877,1634617.422999999,199.19783365829872,8206,10.430948367440344,9.192484992165037,4865.4256426181655,3076.6167340006104,1.0566492140500001,0.0030903746137031732,,,2.593792854565148,0.02724331790141853,0.0008640682615880162,0.07726452544207786,0.0019958775011812984,275050716,0.0009469368168548157,275040705,2.7300576742842465e-05,,,,,,
sanaa,675032190.7820827,15643,42872,5.4813015406252,14551,3.0198171706194463,4828363.909999987,112.62278200223892,2761835.4329999904,117.10135395378376,23585,23.17370965949971,21.556009029941844,7152.790601594737,4091.412929211816,1.06448802358,0.0006764321701810039,,,2.877732319035171,0.03722194971658902,0.00035042203942113424,0.041392011640685435,0.0003797470814167751,5927870145,0.00023246850743425,2366005153,9.60114630220139e-06,,,,,,
jinan,15458212302.747038,16018,38512,4.808590335872143,13690,3.0211012610812835,17106790.819999978,444.193779081844,11087872.09300004,458.84014454790156,24165,1.036212964752301,0.8856134028879387,1106.6474237101777,717.2803604870691,1.0759601455,0.0015839218944744494,,,2.6286719107670606,0.023733279245704977,0.00030021791445795226,0.04204228576185128,0.00034020015333197003,3103962374,0.00037737147372787154,2169140219,9.577347977530596e-06,,,,,,
visakhapatnam,13272036702.32257,22017,55605,5.051096879683881,19072,2.607757641822228,10684914.23599993,192.15743612984318,5612564.30900004,195.55973202090732,28700,1.6589013799326735,1.4370062732468525,805.0696720971318,422.88643671531264,1.13950154467,0.0015106555165902346,,,2.734944209777381,0.07385488752827336,0.00022942845565420493,0.029201677491635342,0.0001265532510650389,3316943361,0.00020655404544358603,5988832959,6.823600118889334e-06,,,,,,
isfahan,365541488.4284536,76787,166732,4.342714261528643,50859,2.3968119603578733,8381431.183000012,50.268881696375104,4858870.229999993,52.969837565001185,91729,210.06370666740142,139.13331758497364,22928.809583376435,13292.253776416423,1.03951866732,0.00020392006333517262,,,2.6565102165733188,0.0853964310905065,5.655606831354998e-05,0.014998632581036075,0.0002570034949888811,3969870023,5.347787412271953e-05,317384841,1.9590455850340154e-06,,,,,,
jaipur,12727813604.647192,66019,174943,5.299777336827278,54775,2.7465426619609508,25306239.093000486,144.65419646971003,13469784.615999766,148.5927546470426,90649,5.1869867088480195,4.303567109122379,1988.262861090348,1058.2952449179224,1.07479162894,0.0004801563937968367,,,2.9073663137382484,0.04880945025740135,8.027776268328735e-05,0.03102137263514835,0.00021921161526488258,4813242968,5.534800479118191e-05,2831609166,2.2731779963983248e-06,,,,,,
tainan,2373855680.4357204,9085,23370,5.144744083654375,8196,3.1797468354430385,7657234.901999996,327.65232785622584,4769443.7929999735,330.56860223176966,14428,3.827107129921416,3.4526109011376915,3225.6530862880904,2009.154908745145,1.09098702837,0.0005990586221651692,,,2.7151128233351587,0.025310764552324925,0.0005663522769324893,0.056596168461880765,0.0006186447661929003,1546278674,0.0005373459969544628,59943474,1.6739029758269406e-05,,,,,,
bucharest,297533179.64741087,17034,41848,4.913467183280498,14849,2.901902078196548,4222230.400999972,100.89443703402719,2500480.708999991,101.46407681382857,24644,57.25075778165647,49.907038998462895,14190.788422331549,8404.039885444587,1.0410399851799998,0.0011709042248136113,,,2.6469149935423624,0.040370330319602916,0.0002884675150167316,0.0512958676484579,0.0010106895622392523,580927555,0.0002727746467080539,249657125,8.840791269042921e-06,,,,,,
ankara,37001128305.31169,78730,214212,5.44168677759431,70288,2.9746729328083323,38212729.90600038,178.38743817340008,21254973.060000025,181.44467070162133,117143,2.127772951958817,1.8996177473298783,1032.7449906578863,574.4412139169489,1.09187512596,0.000999010326218886,,,2.909692408654422,0.041668978951377535,6.911921626844155e-05,0.04461281171938164,0.000230940157829223,114308075,5.5585434300071875e-05,5294554760,1.907707341396516e-06,11 (10),128 (75),-5%,-,5,12
shiraz,333685512.6258568,39207,87237,4.450072691101079,27564,2.483995204937894,6286008.927000042,72.05668382681709,3671754.826999988,75.45890435479538,48659,117.496860116791,82.60472497919321,18838.123589885065,11003.63871990129,1.03536902654,0.00043559498836502863,,,2.665668545582719,0.061445519400651724,0.0001135048893307089,0.01596823696448772,0.00027677906482587373,1431859990,0.00013050869441019126,948815230,3.83146349739494e-06,,,,,,
curitiba,481330468.0835332,31780,85175,5.360289490245436,26551,2.957709251101321,9078502.748000184,106.58647194599571,5035677.199999996,107.1694304928917,46988,66.02532377918095,55.16168570361968,18861.267569757587,10461.995518484551,1.0291674125599999,0.0011270912826533608,,,2.9662958883993684,0.040880643352024,0.00016867395104465518,0.033300818124607424,0.0007245117113378672,370965131,0.00014186274208221683,266901836,4.727800322099942e-06,43 (32),104 (109),-20%,-,5,12
manila,52807885.46840091,5430,14877,5.479558011049724,4898,3.1626151012891346,1285333.539999999,86.39736102708873,752178.5330000003,88.21139122786448,8527,102.82555250672164,92.7512994802804,24339.803205510187,14243.67831296876,1.0252175504799999,0.0,,,2.9441221608348833,0.046480963522710576,0.001009312582621046,0.03629834254143656,0.001800593173619295,5877668579,0.0007210161440685206,26647647,2.7751905204229687e-05,,,,,,
izmir,19796864801.12821,80558,224489,5.573350877628541,71785,2.946200253233695,29713393.36100009,132.36013061219074,16211475.829999926,136.56484200860865,118709,4.069230194238082,3.626079216134719,1500.914092180229,818.8910715335109,1.12863647369,0.0007350026059183301,,,2.970491860937134,0.05193597098845812,6.918518412579679e-05,0.03942790701523783,0.00017748976589846072,5985416655,5.5837963301628834e-05,2511166784,1.864155894904337e-06,12 (11),154 (38),1%,-,6,10
vienna,442609000.07343537,16306,36647,4.494909849135287,14316,2.9882865202992765,4581418.13700002,125.01482077659891,3003031.344000007,123.60188277905857,24296,36.84064263784649,32.34457500327549,10350.937591056429,6784.840216764142,1.0447380819299998,0.0018828280623243376,,,2.4284159205200484,0.045182456993145687,0.0002756767770091785,0.04896123542020825,0.0011192851118013982,60215987,0.00030332737429629534,621033,9.248541408416651e-06,42 (40),109 (97),-11%,-,5,11
