city_name;graph_area;n;m;k_avg;intersection_count;streets_per_node_avg;edge_length_total;edge_length_avg;street_length_total;street_length_avg;street_segments_count;node_density_km;intersection_density_km;edge_density_km;street_density_km;circuity_avg;self_loop_proportion;clean_intersection_count;clean_intersection_density_km;avg_neighbor_degree_avg;avg_weighted_neighbor_degree_avg;degree_centrality_avg;clustering_coefficient_avg;clustering_coefficient_weighted_avg;pagerank_max_node;pagerank_max;pagerank_min_node;pagerank_min
"""Shenzhen, China""";3876289795.684913;29857;66931;4.483437719797703;25931;2.9732056134239877;14212658.853000028;212.3479232791984;9779584.816000005;220.4197803822576;44368;7.7024684875823315;6.689644316290901;3666.562512643292;2522.9240669484107;1.08622477608;0.00146419446893069;;;2.4460578758750207;0.029120325318523276;0.00015016873391602534;0.06192071094438849;0.0004946312616059262;4472714038;0.00017510687246708416;1169605221;5.086640620208709e-06
"""Kiev , Ukraine""";997795861.5883105;9295;21868;4.7053254437869825;7726;2.8158149542764925;4339024.2840000065;198.41888988476342;2604063.5040000165;199.8513817344602;13030;9.315532723501219;7.743066790938185;4348.609220620604;2609.8158994714795;1.05683651302;0.0011432229742088897;;;2.6076205845436524;0.026833801245079295;0.0005062756018707636;0.06251031020261769;0.0011927723453285675;26410581;0.0005261166666839225;26300206;1.6197977540080333e-05
"""Tianjin, China""";14770445932.381155;39346;93884;4.772225893356377;32617;2.9576831189955777;33903911.62199982;361.12555517446873;22259795.377000056;383.15538723836505;58096;2.663832912027525;2.2082610199664967;2295.388492480954;1507.0496502884891;1.04668254166;0.0007136466277533978;;;2.6786670394279253;0.024056189650728317;0.00012129180056825862;0.03331287987161529;0.0003175124370079274;4138099734;0.000139448412704911;1933899930;3.886189552843575e-06
"""Rio de Janeiro, Brazil""";1439378285.3844295;63255;157492;4.979590546201881;52465;2.8083945933127814;16692298.248999959;105.98822955451679;9632879.850000033;108.31492848629358;88934;43.94605687906834;36.449764827449535;11596.880693904435;6692.389309893807;1.05845692398;0.0018794605440276332;;;2.7433309619793853;0.04257606993796819;7.872372571218644e-05;0.041668379311254444;0.0003302233067549426;349338299;6.886833633707407e-05;145760586;2.375329319675272e-06
"""Toronto, Canada""";712455601.8719305;27468;73264;5.334498325324013;24482;2.9915538080675694;11089805.568999989;151.36773270637678;6314202.659999952;152.886262953994;41300;38.55398136786296;34.36284301179631;15565.609337427131;8862.59107712789;1.09494434418;0.010455339593797772;;;2.812574632299477;0.028539329142815657;0.00019421481506251976;0.06700160186398382;0.0015529299131818082;21292205;0.00015208033801735217;26658849;5.475081651940403e-06
"""Phoenix, United States""";1830386198.3832397;48830;125793;5.1522834323161995;39762;2.80272373540856;17339107.428000282;137.83841253488097;9517504.62100005;139.63884827899952;68158;26.677430174643476;21.723284427691457;9472.922951077608;5199.724861019362;1.07597615518;0.00432456495989443;;;2.8529986688510336;0.042893665339929575;0.00010551687383150498;0.04779175565372527;0.0008504639346630463;41623349;8.286876183414965e-05;41231518;3.0899382952117874e-06
"""Dalian, China""";23726037029.380547;14932;38024;5.0929547281007235;12738;2.91816233592285;23950891.463999897;629.8887929728565;13494800.62599996;619.2832190353797;21791;0.6293507837617099;0.5368785349287879;1009.4771172421634;568.7760079481039;1.11185515453;0.0015253524090048391;;;2.778196713992349;0.018595860855001884;0.00034109937231939567;0.048881596571122905;0.000667408996348544;5021237303;0.0002912207855757361;2168390366;1.017180226220056e-05
"""Fuzhou , China""";16014929412.54692;12225;26593;4.3505930470347645;10220;2.7748875255623724;16209622.550000139;609.544712894376;10128835.017000085;597.5361345643374;16951;0.7633502268466014;0.638154545470124;1012.1569775574961;632.4620456375308;1.19823815351;0.0009024931372917685;;;2.3934394780407096;0.046921720445341694;0.0003559058448163349;0.04873775440646606;0.00035682432563253656;3075092333;0.0004034858932280837;1648148815;1.2569025004828955e-05
"""Suzhou, China""";2791405425.759557;2209;5302;4.800362154821186;1578;2.596650067904029;2673838.652000003;504.30755413051736;1464915.4939999986;512.0291835022714;2861;0.7913576364131767;0.56530663207786;957.882587504263;524.79495829646;1.04417806529;0.0007544322897019992;;;2.8481967707861777;0.021046641137949972;0.0021740770628718453;0.028368794326241176;0.00039069298387581734;2308245072;0.0016680375604942537;3142506228;6.885395214521e-05
"""Xi'an, China""";12228000014.799774;24392;62810;5.150049196457855;20241;2.947687766480813;25147112.061999973;400.3679678713576;14539626.335000059;405.1502308635455;35887;1.994766108151612;1.6552993110485725;2056.518811871439;1189.043696221989;1.07726755027;0.000987103964336889;;;2.8898204329288553;0.019040669784591693;0.00021114547154523074;0.03206554842337096;0.0002579089687792103;2407359219;0.00017746196080971436;4563202005;6.211753465401294e-06
"""Kunming, China""";26740943222.272377;14483;32954;4.550714630946627;11955;2.8658427121452736;20551089.40999984;623.6295870000558;12472634.518000033;601.4966492091065;20736;0.5416039322030044;0.44706725191513624;768.5252251267995;466.4246288669297;1.23991819726;0.0013351945135643625;;;2.519770305415537;0.02140077178970358;0.0003142324700280452;0.05150471981929588;0.0003239126391322613;6245594900;0.00038856564646522933;821877005;1.0597524887210302e-05
"""Abidjan, Cote d'Ivoire""";1949080193.5320213;38216;107837;5.643552438769102;33031;2.906164957086037;12499573.000999995;115.91172789487833;6497724.668000032;116.96863545210765;55551;19.607197347148126;16.946968169710324;6413.0624499081905;3333.7390065132186;1.05721292912;0.0006769476153824755;;;3.04983383922934;0.04204868212453989;0.00014767898570642877;0.036912985834902594;0.00036399412857244736;3251048025;9.806537444881054e-05;244526576;3.9267331957275906e-06
"""Chittagong, Bangladesh""";5844866687.727812;26160;59585;4.555428134556575;16873;2.3341360856269113;14215942.474999994;238.58257069732306;7275464.9129999755;238.28982421721392;30532;4.47572227009504;2.8868066461511317;2432.209874837442;1244.761480749582;1.14044196899;0.001208357808173198;;;2.677301496286667;0.05143986852778466;0.0001741438179806368;0.023839194699286526;0.0002695252101690232;5316373077;0.00016087330379339828;1202226815;5.736992203053974e-06
"""Addis Ababa, Ethiopia""";582911401.300447;57346;154542;5.389809228193771;49631;2.862605935897883;12283738.93500014;79.48479335714654;6640315.210000034;81.04567402633901;81933;98.37858698948736;85.14329946073391;21073.080587539916;11391.63721139407;1.04613358553;0.00025882931500821783;;;2.9153809042189285;0.052207208293312504;9.398917478760207e-05;0.02836059475232093;0.000761856128829033;2425210748;6.417075592662691e-05;2001859464;2.6167629977841403e-06
"""Mexico City , Mexico""";1526753163.9592369;102739;258561;5.033356369051675;87137;2.954145942631328;23857436.628000382;92.27005088934673;14303671.34699975;94.33459309357667;151627;67.29247557841842;57.073403911627;15626.25654963919;9368.686232099824;1.04848540776;0.0013807186698690057;;;2.752783498082992;0.049127148478760874;4.899215839365143e-05;0.026780554213175864;0.00031681272643520976;1141524338;3.671851286092337e-05;31180439;1.4647136059983573e-06
"""Hanoi , Vietnam""";4304112396.310472;60547;149999;4.954795448164236;45674;2.6127140898805887;17226201.32499971;114.8421077807166;9321808.179999892;117.8856551375263;79075;14.067244166741903;10.611711729264368;4002.2656796244864;2165.7910671641935;1.06690617146;0.0007333382222548151;;;2.8356422834052575;0.04915249584186557;8.183522360129028e-05;0.028413424596553633;0.00012741014273271557;5709898550;7.774164080958577e-05;1785097904;2.4829135263047406e-06
"""Bogotá, Colombia""";638112575.4915035;57282;145286;5.07265807758109;50136;2.9638804511015677;11140377.06700022;76.67894406205842;6737643.247999996;79.39996992587525;84857;89.7678594656731;78.56920851525761;17458.325528876143;10558.706264032417;1.04136959671;0.000481808295362251;;;2.749758961927641;0.06041650058306898;8.855742877366966e-05;0.028406413715933828;0.000452914609682626;1062778141;6.552243588911739e-05;316848114;2.6226684718096483e-06
"""Houston, United States""";3750124088.5856123;62914;157061;4.992879168388594;54953;3.058858123788028;21918674.62299971;139.55517043059518;13468733.576999875;140.60541780542925;95791;16.776511527043493;14.653648439864277;5844.786493789464;3591.5434419877315;1.05150381455;0.006589796321174576;;;2.700627576268084;0.03241143470382129;7.936164494441259e-05;0.03683145700025903;0.0005005173885843554;1388461293;7.572609486124928e-05;151368912;2.409180335283029e-06
"""Kitakyushu, Japan""";731784940.2797983;31113;90332;5.806704592935429;27860;3.0290232378748434;8753808.987000037;96.90706490501746;4762629.936000018;101.18185544933118;47070;42.51658962550381;38.07129453818456;11962.269930907589;6508.237152542419;1.09624930421;0.0015387680998981534;;;3.073038448175702;0.04987150440054479;0.00018663874366603534;0.044302871407295996;0.00035662943443755127;1508590836;0.00010883978067675784;366077191;4.83227866274407e-06
"""Seoul, South Korea""";741667396.0959952;71960;206376;5.735853251806559;64625;3.015439132851584;15055648.82199986;72.95251784122118;8326674.874000066;76.80867531916525;108408;97.02462367738504;87.13474576363268;20299.73125588385;11226.966316478514;1.04654569384;0.000721983176338334;;;3.05876032319573;0.0627824482374609;7.971001892469235e-05;0.03641468584839955;0.00047399186468743;4656638935;5.387016110303063e-05;287630644;2.090341941450817e-06
"""Los Angeles, United States""";1973609766.9712803;53210;146457;5.504867506107875;44083;2.941308024807367;22420293.251000293;153.08447702056094;12127118.60600011;156.6183906445753;77431;26.960750240741135;22.336229146073883;11360.043726073915;6144.638524266374;1.04795112144;0.0010583311142519647;;;3.044609454005271;0.03315664946744969;0.00010345745092206353;0.03157614483492943;0.0009122163384672131;4757166084;8.167692523500658e-05;15711955;2.83901540732007e-06
"""Ningbo, China""";12214118256.512514;26164;60677;4.638205167405595;22147;2.979055190337869;23716026.098000232;390.85693257742196;15496583.767000126;397.6439857073241;38971;2.1421112396754034;1.813229537727074;1941.6895759425738;1268.7435508279457;1.10289319935;0.0009064390131351254;;;2.563507109004748;0.02937770490444349;0.0001772810903721132;0.037123528512460265;0.00016707642542792856;2404995530;0.00023072999958254628;5637138258;5.843236156958053e-06
"""Ho Chi Minh City , Vietnam""";2834109098.860463;68471;161748;4.724569525784639;48114;2.5089746023864117;17435001.598999936;107.7911417699133;9465794.790999986;110.29309739699835;85824;24.159620399768933;16.976763533678238;6151.845603265658;3339.9542716284236;1.05826151801;0.0007913544526052872;;;2.7882086333389036;0.04863913980683634;6.900203776517902e-05;0.02090666121423627;0.00020786345887773342;4603175867;6.622408102155677e-05;366238276;2.1947010270226284e-06
"""Dakar, Senegal""";841130633.3413706;66474;198398;5.969190961879833;62391;3.0505761651171888;12269439.948000114;61.84255863466423;6382708.472999993;62.95391394360217;101387;79.02934141862565;74.17516082151627;14586.842354391576;7588.2487451976895;1.0301937545;0.00017641306868012782;;;3.1111254024134105;0.06933727850503385;8.979872973813049e-05;0.03250995376638342;0.00033512972140954623;1758343419;5.3525399436401415e-05;4254567879;2.2571921150946145e-06
"""Cairo , Egypt""";3006426974.158304;47609;115748;4.862441975256779;44687;3.0512088050578674;14584662.715000326;126.00358291288252;9895413.805000082;136.02504302583037;72747;15.835741366486666;14.863823530092832;4851.161475187178;3291.419977952551;1.06800566373;0.004034626948197809;;;2.528780622711344;0.04548271538910133;0.00010213497679504477;0.04169449753897808;0.00010842780066644338;3906436301;0.00011581980368311302;1050120879;3.178988094444136e-06
"""Khartoum , Sudan""";1328569289.647738;105345;331084;6.285708861360292;103605;3.2132422041862454;26242395.14899944;79.26204573159512;13473379.951999882;79.69443315213786;169063;79.2920631395383;77.98238361167465;19752.37223491554;10141.27005417404;1.02048309498;9.061144603786351e-05;;;3.2168503488534874;0.05228059752941176;5.9668408844879804e-05;0.013932814855497223;0.00020703106392536732;5937001872;2.6319354536331543e-05;1685189269;1.4242666750649416e-06
"""Guangzhou, China""";9435282464.343102;44182;95977;4.344619980987733;37916;2.8946856185777015;25924868.801000353;270.11543183263024;17467468.362999897;273.2408585261298;63927;4.682636706104804;4.018533641498116;2747.6515831903375;1851.292574335877;1.09607977392;0.0015837127645164986;;;2.3646601934422304;0.029310605799624023;9.833684119842048e-05;0.05705480145976251;0.0002728533242146509;2127725213;0.00010893574828831201;1338311645;3.4614807770248374e-06
"""Shijiazhuang, China""";16348967978.902721;40074;111689;5.574137844986774;33360;2.9417327943304885;36099420.999000154;323.21375425512053;20070697.066000286;341.05996917482815;58848;2.45116389314071;2.040495769705397;2208.0550310933454;1227.6430592989243;1.05600898791;0.00010744119832749867;;;3.117458119146095;0.02717472424393261;0.0001390995893741082;0.02630134251634507;0.00021166639108440686;6181920748;0.0001278885364900147;5157559027;3.760063537550935e-06
"""Dallas, United States""";1754095872.7796016;36295;92815;5.1144785783165725;32912;3.1396611103457777;13455933.050999893;144.97584497117808;8266414.980999886;146.103942823307;56579;20.691571403383826;18.7629424997429;7671.150283066997;4712.635785352277;1.04665620082;0.002413403005979637;;;2.724237957478029;0.0322767555470964;0.00014091801890992847;0.04723240115718242;0.0005866325508265399;82013342;0.00012378406796428244;81541643;4.17491498307738e-06
"""Beijing, China""";19780168707.915337;57585;137839;4.787323087609621;48939;2.941199965268733;45820260.80500065;332.4186972119694;28148335.828999575;332.1729505428319;84740;2.911249183479233;2.4741447215471073;2316.4747218088673;1423.0584301202439;1.09311038601;0.0020676296258678602;;;2.6240839835109324;0.023683313961774477;8.313634147694839e-05;0.04525570895198395;0.0002119743654053582;4256148391;8.202060758644495e-05;530731546;2.6309645004725354e-06
"""Aleppo , Syria""";23959392210.52859;52368;145192;5.545065688970364;45827;2.9433241674304917;34572818.05999982;238.11792702077128;18044639.014999885;234.1969268257847;77049;2.1856981821512016;1.9126945958112418;1442.9755878701849;753.1342555121428;1.06372035264;0.0004958950906386026;;;3.000535632447273;0.04757647225156469;0.00010588854983036278;0.030265301965575885;0.00024303678373035242;2176512356;8.189142504662524e-05;4058953590;2.867296034259334e-06
"""Jaipur, India""";12727813604.647192;66026;174934;5.298942840699119;54770;2.7461908944961078;25303014.51200052;144.64320550607954;13469717.642999765;148.595294306483;90647;5.187536685475385;4.303174268674262;1988.0095119213452;1058.289982977256;1.07459912839;0.00048018109687081984;;;2.907022738517434;0.04880114302396649;8.025661250582857e-05;0.031019093488421617;0.00021913121683194103;4813242968;5.534751786492597e-05;2831609166;2.2735274058741974e-06
"""Jakarta, Indonesia""";1980021729.7522259;121658;315861;5.192605500665801;101132;2.7571635239770504;22759955.81599969;72.05687253570302;12548331.426000018;74.88679803537764;167564;61.44276003234769;51.076207134684005;11494.801028697702;6337.471572885353;1.06752950866;0.000962448672042449;;;2.840772493382912;0.05775567535005865;4.268234052014107e-05;0.032384772613943784;0.0003118725453778493;4555511671;3.392467585562142e-05;90653275;1.2347751451261587e-06
"""Sydney, Australia""";5639817723.521039;106137;249773;4.706615035284585;84450;2.6738554886608816;36078764.55100065;144.44621536755633;19808031.517000195;139.27935645980253;142218;18.8192252308709;14.973888189293529;6397.150815802613;3512.175834050482;1.07595353533;0.0033990863704243452;;;2.6497737201291427;0.04386456178544457;4.434513299243288e-05;0.053264087699764436;0.00025180473178705375;1872212041;4.601557188980828e-05;32873405;1.4150778168389237e-06
"""London, United Kingdom""";1839381240.4001079;125297;295692;4.719857618298922;93694;2.5553365204274643;29039168.835999202;98.20748899530322;15739185.703000188;97.98104835808005;160635;68.11910290698899;50.937781652932046;15787.466022912418;8556.78276874051;1.06211985764;0.00518444868308916;;;2.697004051706492;0.053965864032141916;3.7669659193431416e-05;0.03808976538411492;0.00041342019634608377;11080848;3.869050568139609e-05;108553;1.1992767747627887e-06
"""Dar es Salaam, Tanzania""";2524314714.4229865;65176;163172;5.007119184976065;47651;2.5378360132564133;21909983.107999936;134.2753849189808;11100536.501000004;134.39394289138835;82597;25.819284587460036;18.87680633787066;8679.57667196349;4397.445547330412;1.09118515378;0.000839604834162724;;;2.8591250358006546;0.05998602004406154;7.682576424969899e-05;0.039572848901436766;0.000448831279812647;5690705696;6.0014419677909495e-05;3648327808;2.3056506664716925e-06
"""Lagos, Nigeria""";4697954779.261097;82210;205969;5.010801605644082;63902;2.6252280744434984;25075787.602000363;121.74544519806555;13287044.140999895;123.1913008984108;107857;17.499104155474683;13.602089207433927;5337.596630920388;2828.2613957152025;1.04968374743;0.0017089950429433555;;;2.832027125654298;0.03518708966401638;6.0951983428182435e-05;0.03220370595629208;0.000191727617759164;1472573892;4.688227018365982e-05;4007045558;1.825868239985175e-06
"""Luanda, Angola""";3224155796.1046453;133074;388751;5.842628913236244;120247;2.988795707651382;35360620.46100016;90.95956141849194;18236877.973999757;91.67715457584394;198925;41.274060068926296;37.295654305936395;10967.404398919585;5656.326532369545;1.03274798191;0.00047331067958667633;;;3.091490001623917;0.04810349231187191;4.39054422251388e-05;0.04154541297108296;0.00012956698239163938;644640556;2.656949711195671e-05;2356031467;1.1277348587099348e-06
"""Pune  , India""";19473496236.09759;68248;164690;4.826222013831907;51725;2.549730395029891;41917673.732002005;254.5247053980327;21952845.627999905;252.13738417540407;87067;3.504660856610339;2.6561742880109276;2152.5499696505517;1127.319170725306;1.11317593751;0.0021919970854332384;;;2.7550206599463034;0.04144310076922558;7.071698409941209e-05;0.033294748564059964;0.00022628379096208985;763544512;6.636225935334021e-05;2376103754;2.1996026054861754e-06
"""Ankara, Turkey""";37001128305.31169;78738;214233;5.441667301684066;70296;2.974675506108867;38214344.769000374;178.37748978448872;21255799.53800002;181.43314018181061;117155;2.127989161581777;1.8998339569528389;1032.7886342729316;574.4635504790443;1.09187593349;0.0009989123991168494;;;2.9096698332871376;0.04166799771306953;6.911194612050525e-05;0.04462097928150215;0.00023103568468728488;114308075;5.557978384829166e-05;5294554760;1.907513262746361e-06
"""Chongqing, China""";134491890983.5766;42167;94836;4.498114639409965;33156;2.7040102449783006;78250871.0149991;825.1177929794499;45612394.42100023;800.1332214328356;57006;0.31352819632188234;0.24652787433889845;581.8259409004419;339.14605622260274;1.29122498563;0.0021089037918090177;;;2.5130255887304616;0.01981308536621808;0.00010667634206258502;0.04226945693258077;0.00027575656199906273;623971612;0.0001443827657319357;5181588968;3.661473074579341e-06
"""Istanbul, Turkey""";7939184074.515599;193680;520922;5.3792028087567125;173210;2.9582352333746385;48738958.01700067;93.56287124943978;27523212.924000308;95.99100511636613;286727;24.395454014185603;21.817103416961423;6139.038666889005;3466.755861266462;1.06736833097;0.0011729203220443751;;;2.861260037420037;0.05286956979377226;2.7773805155801606e-05;0.038011004897614505;0.0001830887066708985;1833053305;1.7956847260705285e-05;813585032;7.765457723542717e-07
"""Tokyo, Japan""";856995219135.2845;274967;745070;5.419341230038514;242925;2.958002232995232;49089480.71999741;65.88572982403991;27303847.625999816;67.17722601089893;406445;0.32085009794738883;0.28346132460938744;57.280927155613675;31.859976597710347;1.05568994506;0.0006200759660166159;;;2.900845326548426;0.06640924679757425;1.9709132147335796e-05;0.03178783185583498;0.00012917472599814422;2451968314;1.165452431059587e-05;271664600;5.462279799696634e-07
"""Kinshasa, Democratic Republic of the Congo""";8820473758.304243;56678;164182;5.793500123504711;47930;2.9279967535904583;18675837.744999558;113.75082375046934;9450301.8469999;113.88650092793324;82980;6.425731945139473;5.433948483195154;2117.328190837454;1071.405244882985;1.04633126701;0.0002314504635100072;;;3.171109895668136;0.04481606675407321;0.00010221959742948027;0.028046155474786467;4.0511426964070896e-05;435300543;7.10041734397812e-05;1212974935;2.6467853695656524e-06
"""Kano, Nigeria""";27066660659.7128;124885;372566;5.966545221603876;114903;3.0180325899827842;62256273.75000186;167.1013290262715;31478136.359999627;167.18611635737685;188282;4.613978856500917;4.245185671205708;2300.10914655116;1162.985591601001;1.05686780964;0.00016641346768089411;;;3.140371541817847;0.05178382475754184;4.7776698549081004e-05;0.05144573007166025;0.000449319753838435;2752625301;3.113351456039398e-05;4087235088;1.2013337601001954e-06
