city_name,hours_congestion,inner_time,inner_mile_speed,graph_area,n,m,k_avg,intersection_count,streets_per_node_avg,edge_length_total,edge_length_avg,street_length_total,street_length_avg,street_segments_count,node_density_km,intersection_density_km,edge_density_km,street_density_km,circuity_avg,self_loop_proportion,avg_neighbor_degree_avg,avg_weighted_neighbor_degree_avg,degree_centrality_avg,clustering_coefficient_avg,clustering_coefficient_weighted_avg,pagerank_max_node,pagerank_max,pagerank_min_node,pagerank_min,cluster,x-tsne,y-tsne
budapest,162,5,11,600031825.5474433,23324,61649,5.286314525810324,21062,3.0394872234608132,7880195.713000013,127.82357723564068,4444996.428000001,125.82433911738899,35327,38.87127150084112,35.10147146075784,13132.962915442795,7407.934444051493,1.03222232934,0.0004866258982303038,2.811772566169408,0.036495147811001216,0.00022665671336489013,0.05234195719103955,0.0008723002903509553,284226379,0.0001877953142097245,26672273,6.473006125255968e-06,0,2.1459553,3.3589835
"buffalo, ny",72,6,11,112073797.3326512,5104,13901,5.4471003134796225,4681,3.1238244514106586,2054228.0599999856,147.7755600316514,1198806.4969999993,151.61331693436188,7907,45.54142111247103,41.76712230162164,18329.24473775739,10696.581409138556,1.02252459375,0.0016545572260988418,2.8926234326018934,0.03246845100206914,0.0010674309844169493,0.035089786128187486,0.0013171726267600444,111319916,0.0006488544984125023,111315703,2.945017507205094e-05,0,-1.7300663,4.4373484
"calgary, ab",88,4,14,980536304.0590783,32508,76800,4.724990771502401,28151,2.9636089577950044,10734749.508000147,139.77538421875192,6804793.048000001,140.13453835540273,48559,33.15328546778759,28.70979879425645,10947.834836468604,6939.8685391153085,1.1629784224600002,0.013919270833333334,2.5050756736803157,0.03707432740780157,0.00014535302462553339,0.09689409786309668,0.001592540865920726,1454594435,0.00016116202935623978,29023368,4.647588304371103e-06,2,2.7075584,-0.09788392
cali,125,5,12,476785031.7263813,21143,54637,5.168329943716597,19676,3.1471881946743605,5039799.981000002,92.241520965646,3011701.911999973,90.5257721001525,33269,44.344932397402964,41.26807406003408,10570.38213375007,6316.687210365986,1.06498846338,0.0006222889250873951,2.744246322660005,0.05132364280728364,0.00024445794833581657,0.029986283876460518,0.00013558298248994626,5420758475,0.00018020246609651346,369162494,7.110857264509754e-06,0,0.74232644,5.691488
campo grande,121,5,12,6969536467.195543,25540,77006,6.030227094753327,24336,3.2990211433046204,10030029.400000267,130.24997272940118,5378009.133000043,127.62242840531664,42140,3.664519171427334,3.491767367104761,1439.1243158293175,771.6451672666389,1.03325590589,0.0007272160610861491,3.145172931349535,0.03935915477792668,0.00023611837169643413,0.03194857739493676,0.00014883847636032522,2084383353,0.00015778952795499735,1897008138,5.875656684324193e-06,2,5.441941,1.5442324
cancun,77,5,13,309612159.17270046,13509,35162,5.20571470871271,11453,2.9555851654452585,3264422.374000003,92.83949644502596,1886540.497999999,94.92982931615757,19873,43.6320073349081,36.99144126187745,10543.585829195814,6093.237756039466,1.0555207857100002,0.002417382401456117,2.8412971599180623,0.04770009496813387,0.00038538012353513313,0.027729661707010047,0.00032148983993121025,5664342886,0.00033352146427162937,270814271,1.1177371537095875e-05,0,0.35494828,5.62186
cardiff,143,7,9,147775475.77964416,10930,24140,4.4172003659652335,7331,2.3789569990850867,2137761.5659999964,88.55681714995842,1178303.306000003,90.31912509581501,13046,73.9635581772601,49.609043458142146,14466.281057269109,7973.605226330203,1.06406962671,0.006006628003314003,2.6511649893260407,0.07924403146984009,0.0004041724188824089,0.03128087831655978,0.0002196426756553252,260303987,0.00035442109146046437,326062,1.3757348230888916e-05,1,-0.050585665,-4.1225185
"charlotte, nc",95,5,12,1026252790.1146797,29415,68793,4.677409484956655,20975,2.5671596124426315,10374070.279999927,150.80124838282862,5767078.337999977,152.83101465482912,37735,28.662528651164976,20.438434079829523,10108.68898962084,5619.549484835535,1.0711369014299998,0.008053144942072595,2.753599637373231,0.032408068855317974,0.00015901983698098202,0.0385302283415495,0.00111563698333649,1710227932,0.00015376825246348134,172129631,5.139349562968048e-06,2,2.5469952,1.1353854
"chicago, il",138,5,12,868765383.1011676,28673,76245,5.3182436438461265,26549,3.3687441146723396,10557393.270999942,138.46669645222562,6920105.033999975,144.40652394566004,47921,33.00430767354945,30.559458878563966,12152.17995140874,7965.447482837987,1.01652890999,0.001245983343170044,2.83234517955335,0.028336628030062105,0.00018548561815868336,0.02287567696837757,0.0005109697486344012,261136269,0.00013689584260407546,26698351,5.258814211982466e-06,2,2.7231097,3.6091824
christchurch,68,4,14,526379063.86326194,10606,24705,4.658683763907223,8098,2.6140863662078067,3859107.364999982,156.20754361465217,2079167.51,149.6019218592603,13898,20.148977662901753,15.384350472768094,7331.422600049434,3949.9434015105653,1.06352811586,0.004695405788301963,2.661410208058312,0.03800105571497854,0.00043929125543677814,0.05155258030045823,0.0005567010176090453,1605835857,0.00035008637289134936,30128061,1.4175525096890698e-05,0,-1.6486052,0.5463956
"cincinnati, oh",60,4,16,376851197.943139,8287,20486,4.94412935923736,6533,2.743453602027272,3062729.234999988,149.5035260665815,1681788.8580000012,149.95888167632646,11215,21.99011186704621,17.33575489651416,8127.158018115432,4462.739848458057,1.04849802361,0.0044908718148979785,2.8155987289328746,0.06451548858503531,0.0005966846921600258,0.04614456377458635,0.0011695992412532625,197579710,0.0004598935226723085,191259002,1.829036926020749e-05,0,-1.8340362,0.69561636
"cleveland, oh",62,4,15,337140025.5376148,9190,25315,5.5092491838955375,8351,3.0190424374319917,3836428.1840000167,151.5476272565679,2145400.857000017,156.8848889945168,13675,27.25870351746376,24.770123294269837,11379.33171204552,6363.530564426132,1.0272259249299998,0.0012640726841793403,2.923975335509588,0.028462574513604358,0.0005995482842415733,0.03452976838178138,0.000998833561383989,1330139077,0.00047199542780162237,30809377,1.6474658678762427e-05,0,-0.42416346,3.3676524
cologne,99,4,13,458884074.508432,16183,35757,4.4190817524562815,13166,2.7433726750293523,4289469.327999965,119.96166703023087,2661434.8379999893,119.62042509775671,22249,35.26598742250018,28.691342174172732,9347.609922168145,5799.797783026103,1.05392710074,0.006460273512878597,2.461873571031328,0.04304233992569107,0.00027308625339614025,0.06590043049290571,0.0007285388156079048,242847938,0.0003167389590584105,160165,9.337338797633459e-06,0,-0.34350428,-1.080529
"colorado springs, co",50,4,15,656271572.9371027,19985,49373,4.9410057543157375,15597,2.7408556417312986,6223223.337000023,126.04507194215508,3527217.092999985,128.84811298630086,27375,30.45233227238288,23.76607587952743,9482.695264627071,5374.630318381985,1.0807709280700002,0.0066230530856946105,2.7754824451672566,0.04561602228312653,0.00024724808618470893,0.054314545432885414,0.0008826463748863902,55734370,0.0002221350432634856,32658073,7.570121496137862e-06,0,1.1210519,0.99537647
"columbus, oh",71,4,14,1037421461.9750527,24217,62478,5.159846388900359,19569,2.78779369864145,8689385.013000095,139.07911605685354,4848309.881999967,145.15463255591047,33401,23.34345383012941,18.863114671586175,8375.944909079828,4673.423540679125,1.09920248533,0.009539357853964595,2.82379320312185,0.033751285932922,0.0002130759162908991,0.044961528402913384,0.0013321896807224171,229979100,0.0001500248452624514,229576284,6.2631196587494625e-06,0,1.9832349,1.114307
cordoba,33,4,14,1133872019.1675189,7203,15561,4.320699708454811,6336,2.9078161876995696,2606110.796999997,167.47707711586642,1587817.383999996,151.74095795106996,10464,6.352568789278699,5.587932229469644,2298.417063782371,1400.3497371473727,1.08484481563,0.002442002442002442,2.3143944652691157,0.04296915683521856,0.0005999305343591785,0.064440742283307,0.000268869646597094,540111026,0.0007575045638915435,33242405,2.106224542407323e-05,0,-3.161207,0.65001047
"corpus christi, tx",66,3,19,922919595.0421467,10778,28616,5.3100760809055485,9314,2.9213212098719614,4622397.195000022,161.5319120422149,2625237.8779999944,167.0104890896364,15719,11.678157076627894,10.091886714762683,5008.450595080204,2844.492512785047,1.0561908764399999,0.001502655856863293,2.867704274138634,0.027013001250289454,0.0004927230287561288,0.04488773427351953,0.0007397667331415247,227534016,0.00043319752086697186,227454676,1.395826410975295e-05,0,-0.15082091,1.6682224
coventry,90,3,17,107034591.17564626,9186,20158,4.3888526017853255,6331,2.410080557369911,1727032.0050000178,85.67476957039476,937361.4660000013,84.82141579947528,11051,85.82272234707341,59.149102458014546,16135.269785502505,8757.556372236422,1.0555951751000001,0.002678837186228793,2.6119820015966657,0.09009550817850924,0.0004778282636673843,0.0409971696059217,0.0008689625066383879,1108146235,0.0003999059296021667,276553963,1.6370900213321385e-05,1,0.98464376,-4.5221653
curitiba,104,5,12,481330468.0835332,31777,85171,5.3605437895333115,26550,2.9577996664254016,9078228.826000176,106.58826156790659,5035504.586999994,107.17259948919857,46985,66.01909105509858,55.15960812892556,18860.698476342204,10461.636902083872,1.0291684032100001,0.0011271442157541887,2.966402849020737,0.040875377901506665,0.0001686978785729311,0.033303961985084306,0.0007245276455515387,370965131,0.00014187612318059038,266901836,4.7282456735034305e-06,2,2.3390603,4.4377327
"dallas, tx",76,4,17,1754095872.7796016,36297,92815,5.114196765572912,32912,3.1395432129377085,13453608.517999895,144.95080017238482,8264625.776999886,146.07231971225872,56579,20.692711591916872,18.7629424997429,7669.825080131359,4711.615770410241,1.04662894295,0.0023918547648548194,2.7241613172805392,0.032303714296746465,0.00014090248968403777,0.047229798605943625,0.0005866002268024702,82013342,0.00012377720504461477,81541643,4.174682601547431e-06,2,3.7056692,2.2455416
"denver, co",83,5,13,733858609.1562102,17018,48651,5.71759313667881,15809,3.2808790692208256,6545622.483999997,134.5424037327084,3756321.614000005,136.1923648163593,27581,23.18975315908235,21.54229684404353,8919.459964537513,5118.590375766008,1.03054471813,0.0011716100388481224,3.018606769303105,0.032216035157006565,0.0003359930150249261,0.05164139930270046,0.0009063030716760975,480627379,0.00030152709518928533,175853555,8.894120279973364e-06,0,1.0328774,3.0550034
"detroit, mi",66,3,18,457053238.6083831,20718,59876,5.780094603726227,19646,3.383579496090357,8496684.540000008,141.9046786692499,4939805.963999987,142.17314617930597,34745,45.32951142208578,42.98405161686925,18590.141852774883,10807.944341539956,1.0116977731799999,0.0006513461153049636,3.0375711941307304,0.02943140642646018,0.00027900249088801365,0.021053925962700733,0.0004772772611554825,62685658,0.0002186477391841163,62550519,7.2695799673661026e-06,0,1.1178454,4.166402
dubai,80,4,14,5302663815.13784,45987,97123,4.22393285058821,42714,2.9237610629090827,15623073.942999855,160.85864257693706,10694962.638999946,158.41338170426354,67513,8.672433630191318,8.055196687759409,2946.2689862404077,2016.9037698502366,1.09453870865,0.008103126962717378,2.161241945187376,0.0440212195360788,9.185258232045672e-05,0.12206824495948393,0.0007350005513327793,2098041105,0.00010956598441644643,2109525809,3.3049777436241544e-06,2,4.322159,-0.033198614
dublin,246,10,6,138395568.17040035,11110,25786,4.641944194419441,8012,2.5088208820882087,2455685.9310000027,95.23330221825807,1331536.0360000005,95.5670735663533,13933,80.27713709965589,57.89202722254211,17743.963650457543,9621.233205679962,1.06206759451,0.005080276118824168,2.695316531653149,0.05155662794000082,0.0004178543698280571,0.03744374437443702,0.00047537270817422684,11675288,0.00038384093888962185,10400271,1.3573356915834787e-05,1,-0.8123485,-4.817359
"durham, nc",55,5,13,835680221.0748732,12629,30385,4.811940771240795,9266,2.6140628711695304,5577541.166000029,183.56232239591998,3059211.4970000107,184.6123647939177,16571,15.112239923252295,11.087973325588386,6674.252932331046,3660.7441696599867,1.0727464520899999,0.010037847622181998,2.7891400744318395,0.031533450058378334,0.00038105327615153264,0.04806737327918737,0.0014359527336721605,170500154,0.0003092990429045708,170505906,1.1949998301119452e-05,0,-1.0402303,1.2646993
dusseldorf,100,4,14,279082990.4177594,8725,19787,4.535702005730659,7396,2.8252148997134667,2315758.4050000003,117.03433592762929,1446909.9869999974,116.79932087504015,12388,31.26310201470733,26.50107765051867,8297.741118272887,5184.515132341522,1.06585454947,0.012381866882296456,2.4552798471824264,0.05740230356430431,0.0005199108213813127,0.07690926456542563,0.0012332417492762248,47961797,0.0005686606468135553,164721,1.7356939053907765e-05,0,-2.130655,-1.1892358
"edmonton, ab",89,4,14,926761228.402415,22799,56982,4.998640291240844,19190,2.9517522698363963,8632164.770000014,151.48932592748614,5190555.233999992,153.2764952161585,33864,24.600727027933345,20.706520095883192,9314.335241322575,5600.747069390961,1.11897264861,0.010319048120459091,2.6989634048277407,0.03491110257722994,0.00021925784240898428,0.08052692369548065,0.0015407875131320946,3844047733,0.00021030775810132186,251227141,6.623167618981978e-06,0,2.4872065,0.13532586
eindhoven,82,4,14,100195822.31021509,7227,17672,4.890549328905493,6256,2.8722844887228454,1732979.250999996,98.06356105703917,1069470.4510000048,102.65602332501486,10418,72.12875580405509,62.43773298881536,17295.92323355099,10673.802822724783,1.08795664646,0.009449977365323676,2.6159379179927247,0.04630418604859863,0.0006767989660815762,0.0644988699783212,0.0005612765754188782,1283213042,0.000535876009382325,29832713,2.0910998149601832e-05,1,-0.8892393,-3.2485652
"el paso, tx",66,4,13,989144879.3105512,21079,55372,5.253759666018311,18156,2.9885668200578777,8011516.999999963,144.68534638445357,4693330.5769999735,149.15087478946114,31467,21.31032616242464,18.355248437069204,8099.437370169789,4744.836348211494,1.05263152581,0.002510294011413711,2.8586768822051103,0.031874645192280567,0.00024925323398896834,0.04601420054714918,0.0009290443744204927,179358115,0.00020759715086917011,141917401,7.141235188095357e-06,0,1.6256922,1.9965823
florence,195,7,8,119667669.91660659,6010,11752,3.9108153078202994,5313,2.8948419301164727,1263806.1340000054,107.539664227366,875401.7790000009,101.46056780250359,8628,50.222420175710106,44.39795647147218,10560.965504557082,7315.2738714645875,1.07471597382,0.0014465622872702518,2.069462007764841,0.05117922229239813,0.0006508263118356487,0.07659456461453018,0.0018837146972112363,267210334,0.0009314646337988967,29365071,2.523246202588241e-05,1,-3.0340846,-3.7911026
frankfurt,107,6,11,276536969.51527685,9454,20059,4.243494817008673,8301,2.9346308440871587,2435102.7799999937,121.39701779749709,1677590.6949999987,121.10819340167477,13852,34.18711073810957,30.017686295435535,8805.70429432391,6066.424673491341,1.0642650901200001,0.00558352859065756,2.2738523376348634,0.04204678071609573,0.0004489045611983883,0.08135180875819886,0.0005813153301977188,3258617001,0.0005000443515518591,165130,1.6133309078257382e-05,1,-2.3130744,-2.0937126
genoa,148,7,9,288999538.73975915,9092,18200,4.003519577650682,6247,2.422789265288165,2313016.467000009,127.08881686813237,1350152.6889999951,122.78580292833712,10996,31.4602578247962,21.61595145529057,8003.529960934831,4671.816068937717,1.23263807937,0.0015384615384615385,2.3792418243144184,0.05197483681560765,0.0004403827497140832,0.036794251356503695,0.00021125117515601597,1250493708,0.0005452149708388909,60339602,1.65880975421628e-05,1,-4.9894915,-2.787047
goteborg,68,6,10,679740826.2820978,14672,31390,4.278898582333697,10268,2.4858914940021815,4249470.686999959,135.37657492831983,2419773.2809999897,132.3509971558273,18283,21.584697332731643,15.105757375442236,6251.60432137468,3559.846911410562,1.0934040669,0.005861739407454603,2.5522821246819145,0.043305462411209764,0.0002916569137982183,0.04719452666562846,0.0005745015928437531,6051619374,0.0004347945103466346,147288,1.029413564549462e-05,0,-3.8496497,2.6851544
graz,100,5,13,139029598.46903306,5092,12043,4.730164964650432,3786,2.605852317360565,1677207.1110000075,139.2682148135853,920580.2489999993,139.7571351146196,6587,36.625294585268996,27.23161141002129,12063.669387447613,6621.469522585478,1.06722866471,0.0014116084032217884,2.7100320764598207,0.04585865332669402,0.0009291229551464537,0.033817753338570365,0.00022123771351062612,21424572,0.000691271196613804,21141023,2.9653506984357506e-05,0,-3.0042374,-0.51388633
"greensboro, nc",43,3,17,561477995.4204061,10466,26113,4.990063061341488,8360,2.7716415058283967,4220458.458000015,161.6228873741054,2381090.4499999904,165.7333089719489,14367,18.640089345199698,14.889274500847462,7516.694318251866,4240.754703516299,1.06027348074,0.00827174204419255,2.7808793553729303,0.027496960260029027,0.00047683354623427783,0.048474425122618583,0.001899713293196768,171349301,0.0003692333996986792,171083158,1.4531319305832944e-05,0,-1.1173632,1.6568595
guadalajara,181,6,10,15067604106.18371,25233,61803,4.8985851860658665,21395,2.745095708001427,13363038.46099996,216.21989969742503,7086581.245999969,204.71981875433238,34616,1.6746524412361246,1.4199337764136997,886.8721507964098,470.3190498011329,1.13541358826,0.0016504053201300908,2.671948770789667,0.0595010409011196,0.0001941417718003036,0.06525751425287472,0.00029312642986320373,2271671421,0.00022508923758112983,1655921759,5.961786290775212e-06,2,4.8746142,-0.3958982
guadalupe,31,4,16,4442228098.656628,20888,48099,4.605419379548066,15151,2.51254308693987,8601920.682999875,178.83782787583684,4502611.168000003,170.98090559732682,26334,4.7021448552623255,3.4106758283262875,1936.3977922703202,1013.5929691142238,1.12000284421,0.004199671510842221,2.673246999872421,0.03782804640608473,0.00022049214245940967,0.049813289927232635,0.0002278862692898148,248730047,0.0002120399665400045,1231556518,7.188102144425654e-06,0,3.5562093,0.49518916
